factor_id,factor_family,slice_dimension,slice_value,row_count,unique_symbols,unique_trade_dates,mean_rank_ic_20d,mean_top_bottom_excess_spread_20d,aligned_window_count,inverse_window_count,stability_classification,slicing_group_source,no_lookahead_policy,not_evaluated_status
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,risk_score_bucket,LOW_RISK_REVIEW_ONLY,2891,48,120,0.0357650852,0.0181770170,59,33,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,risk_score_bucket,MEDIUM_RISK_REVIEW_ONLY,2821,49,120,0.0981700632,0.0279420288,76,23,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,downside_risk_bucket,HIGH_DOWNSIDE_RISK_REVIEW_ONLY,239,41,75,-0.0188973707,0.0086679702,19,14,condition_mixed_or_unstable,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,downside_risk_bucket,INSUFFICIENT_DOWNSIDE_EVIDENCE_REVIEW_ONLY,10,1,10,,,0,0,condition_not_evaluable_sparse_slice,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,downside_risk_bucket,LOW_DOWNSIDE_RISK_REVIEW_ONLY,3864,50,120,0.0533305412,0.0269303093,70,22,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,downside_risk_bucket,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,1887,49,120,0.0054137931,0.0227502913,63,29,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,mvp_review_queue_category,factor_not_ready_review_queue,1320,11,120,-0.0991818182,-0.0114967452,16,81,conditionally_inverse_or_unstable,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,mvp_review_queue_category,high_downside_risk_review_queue,1560,13,120,0.1787362637,0.0629980503,73,26,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,mvp_review_queue_category,liquidity_review_queue,1320,11,120,0.0285454545,0.0031740343,52,42,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,mvp_review_queue_category,volatility_momentum_review_queue,1800,15,120,0.0093214286,0.0128892020,42,44,conditionally_inverse_or_unstable,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,mvp_review_priority_level,FACTOR_RESEARCH_REVIEW,1320,11,120,-0.0991818182,-0.0114967452,16,81,conditionally_inverse_or_unstable,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,mvp_review_priority_level,LIQUIDITY_REVIEW,1320,11,120,0.0285454545,0.0031740343,52,42,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,mvp_review_priority_level,RISK_REVIEW,1560,13,120,0.1787362637,0.0629980503,73,26,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,mvp_review_priority_level,VOLATILITY_REVIEW,1800,15,120,0.0093214286,0.0128892020,42,44,conditionally_inverse_or_unstable,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,liquidity_review_queue_membership,liquidity_member,1320,11,120,0.0285454545,0.0031740343,52,42,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,liquidity_review_queue_membership,non_liquidity_member,4680,39,120,0.0703036437,0.0277526646,72,24,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,volatility_momentum_review_membership,non_volatility_momentum_member,2640,22,120,-0.0465951440,-0.0042866920,45,54,conditionally_inverse_or_unstable,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_downside_vol_adjusted_strength_20d,downside_volatility_adjusted_signal,volatility_momentum_review_membership,volatility_momentum_member,3360,28,120,0.1071538041,0.0360340712,73,25,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,risk_score_bucket,HIGH_RISK_REVIEW_ONLY,278,28,101,0.1446428571,0.0417575394,55,27,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,risk_score_bucket,INSUFFICIENT_EVIDENCE_REVIEW_ONLY,10,1,10,,,0,0,condition_not_evaluable_sparse_slice,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,risk_score_bucket,LOW_RISK_REVIEW_ONLY,2891,48,120,0.0483176575,0.0182207881,59,39,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,risk_score_bucket,MEDIUM_RISK_REVIEW_ONLY,2821,49,120,0.0820486764,0.0219050076,69,31,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,downside_risk_bucket,HIGH_DOWNSIDE_RISK_REVIEW_ONLY,239,41,75,0.0038535649,0.0042301294,11,36,conditionally_inverse_or_unstable,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,downside_risk_bucket,INSUFFICIENT_DOWNSIDE_EVIDENCE_REVIEW_ONLY,10,1,10,,,0,0,condition_not_evaluable_sparse_slice,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,downside_risk_bucket,LOW_DOWNSIDE_RISK_REVIEW_ONLY,3864,50,120,0.0539479930,0.0245735151,71,24,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,downside_risk_bucket,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,1887,49,120,0.0097660289,0.0219638167,63,21,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,mvp_review_queue_category,factor_not_ready_review_queue,1320,11,120,-0.0416363636,-0.0139365526,16,84,conditionally_inverse_or_unstable,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,mvp_review_queue_category,high_downside_risk_review_queue,1560,13,120,0.1493406593,0.0481046098,70,30,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,mvp_review_queue_category,liquidity_review_queue,1320,11,120,0.0896363636,0.0135337055,61,37,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,mvp_review_queue_category,volatility_momentum_review_queue,1800,15,120,-0.0014642857,0.0104706122,43,48,conditionally_inverse_or_unstable,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,mvp_review_priority_level,FACTOR_RESEARCH_REVIEW,1320,11,120,-0.0416363636,-0.0139365526,16,84,conditionally_inverse_or_unstable,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,mvp_review_priority_level,LIQUIDITY_REVIEW,1320,11,120,0.0896363636,0.0135337055,61,37,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,mvp_review_priority_level,RISK_REVIEW,1560,13,120,0.1493406593,0.0481046098,70,30,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,mvp_review_priority_level,VOLATILITY_REVIEW,1800,15,120,-0.0014642857,0.0104706122,43,48,conditionally_inverse_or_unstable,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,liquidity_review_queue_membership,liquidity_member,1320,11,120,0.0896363636,0.0135337055,61,37,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,liquidity_review_queue_membership,non_liquidity_member,4680,39,120,0.0709251012,0.0228175388,69,29,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,volatility_momentum_review_membership,non_volatility_momentum_member,2640,22,120,-0.0036589497,-0.0008322917,48,52,conditionally_inverse_or_unstable,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
alpha_risk_adjusted_relative_strength,risk_adjusted_alpha_candidate,volatility_momentum_review_membership,volatility_momentum_member,3360,28,120,0.0859989053,0.0280004734,69,30,conditionally_more_stable_aligned,committed_mvp_and_quant02_diagnostic_groups_current_or_past_only,slicing_groups_exclude_forward_returns_and_labels,proposed_refined_candidate_not_evaluated
