factor_id,factor_family,group_type,group_value,row_count,unique_symbols,unique_trade_dates,bucket_count,quantile_count,dominant_bucket_share,minimum_bucket_size,missing_factor_value_count,duplicate_key_count,factor_collapse_detected,group_imbalance_warning,quantile_coverage_status,mean_forward_return_1d,median_forward_return_1d,hit_rate_1d,mean_forward_return_5d,median_forward_return_5d,hit_rate_5d,mean_forward_return_20d,median_forward_return_20d,hit_rate_20d,mean_benchmark_excess_return_1d,median_benchmark_excess_return_1d,positive_excess_rate_1d,mean_benchmark_excess_return_5d,median_benchmark_excess_return_5d,positive_excess_rate_5d,mean_benchmark_excess_return_20d,median_benchmark_excess_return_20d,positive_excess_rate_20d
provider_crosscheck_component,source_quality_component,factor_quantile,4,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0004988941,-0.0004035296,0.4808333333,0.0036713128,-0.0011431833,0.4841666667,0.0096597321,-0.0080831040,0.4700000000,-0.0000010718,-0.0017591671,0.4533333333,-0.0000278115,-0.0045232494,0.4483333333,-0.0022923645,-0.0254174978,0.4100000000
provider_crosscheck_component,source_quality_component,factor_quantile,5,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0004418164,-0.0013848833,0.4716666667,0.0036935326,-0.0021771561,0.4750000000,0.0042128768,-0.0207755895,0.4216666667,-0.0000581495,-0.0019254520,0.4383333333,-0.0000055918,-0.0065583010,0.4316666667,-0.0077392198,-0.0351146254,0.3725000000
data_quality_risk_component,source_quality_component,factor_overall,all,6000,50,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,,,,,,,,,,,,,,,,,,
data_quality_risk_component,source_quality_component,factor_bucket,Q1,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0001577830,-0.0011441888,0.4500000000,-0.0005088428,-0.0020534660,0.4658333333,-0.0034001775,-0.0127562880,0.4183333333,-0.0006577489,-0.0019964455,0.4291666667,-0.0042079672,-0.0062734448,0.4100000000,-0.0153522742,-0.0241343698,0.3466666667
data_quality_risk_component,source_quality_component,factor_bucket,Q2,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0008802791,-0.0020555180,0.4333333333,-0.0042119395,-0.0071385983,0.4041666667,-0.0174251987,-0.0299720588,0.3625000000,-0.0013802450,-0.0026246278,0.4191666667,-0.0079110639,-0.0106764959,0.3725000000,-0.0293772953,-0.0396281354,0.3083333333
data_quality_risk_component,source_quality_component,factor_bucket,Q3,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0002906444,-0.0010576489,0.4633333333,-0.0004549630,-0.0019225261,0.4816666667,-0.0075002799,-0.0195220733,0.4100000000,-0.0007906103,-0.0021492342,0.4458333333,-0.0041540874,-0.0054976544,0.4333333333,-0.0194523765,-0.0288994893,0.3658333333
data_quality_risk_component,source_quality_component,factor_bucket,Q4,1200,11,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0006060297,-0.0005603909,0.4858333333,0.0046782853,-0.0010285093,0.4900000000,0.0112511149,-0.0076763542,0.4741666667,0.0001060638,-0.0017591671,0.4533333333,0.0009791610,-0.0042961455,0.4541666667,-0.0007009817,-0.0245543143,0.4158333333
data_quality_risk_component,source_quality_component,factor_bucket,Q5,1200,11,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0003346808,-0.0011424025,0.4666666667,0.0026865601,-0.0023701947,0.4691666667,0.0026214941,-0.0226750386,0.4175000000,-0.0001652851,-0.0019387689,0.4383333333,-0.0010125643,-0.0069073999,0.4258333333,-0.0093306026,-0.0357863376,0.3666666667
data_quality_risk_component,source_quality_component,factor_quantile,1,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0001577830,-0.0011441888,0.4500000000,-0.0005088428,-0.0020534660,0.4658333333,-0.0034001775,-0.0127562880,0.4183333333,-0.0006577489,-0.0019964455,0.4291666667,-0.0042079672,-0.0062734448,0.4100000000,-0.0153522742,-0.0241343698,0.3466666667
data_quality_risk_component,source_quality_component,factor_quantile,2,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0008802791,-0.0020555180,0.4333333333,-0.0042119395,-0.0071385983,0.4041666667,-0.0174251987,-0.0299720588,0.3625000000,-0.0013802450,-0.0026246278,0.4191666667,-0.0079110639,-0.0106764959,0.3725000000,-0.0293772953,-0.0396281354,0.3083333333
data_quality_risk_component,source_quality_component,factor_quantile,3,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0002906444,-0.0010576489,0.4633333333,-0.0004549630,-0.0019225261,0.4816666667,-0.0075002799,-0.0195220733,0.4100000000,-0.0007906103,-0.0021492342,0.4458333333,-0.0041540874,-0.0054976544,0.4333333333,-0.0194523765,-0.0288994893,0.3658333333
data_quality_risk_component,source_quality_component,factor_quantile,4,1200,11,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0006060297,-0.0005603909,0.4858333333,0.0046782853,-0.0010285093,0.4900000000,0.0112511149,-0.0076763542,0.4741666667,0.0001060638,-0.0017591671,0.4533333333,0.0009791610,-0.0042961455,0.4541666667,-0.0007009817,-0.0245543143,0.4158333333
data_quality_risk_component,source_quality_component,factor_quantile,5,1200,11,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0003346808,-0.0011424025,0.4666666667,0.0026865601,-0.0023701947,0.4691666667,0.0026214941,-0.0226750386,0.4175000000,-0.0001652851,-0.0019387689,0.4383333333,-0.0010125643,-0.0069073999,0.4258333333,-0.0093306026,-0.0357863376,0.3666666667
liquidity_risk_component,liquidity_component,factor_overall,all,6000,50,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,,,,,,,,,,,,,,,,,,
liquidity_risk_component,liquidity_component,factor_bucket,Q1,1200,25,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0001766491,-0.0018799384,0.4541666667,0.0008060481,-0.0022313650,0.4708333333,0.0029181788,-0.0135774534,0.4441666667,-0.0006766150,-0.0020519518,0.4333333333,-0.0028930762,-0.0056685606,0.4225000000,-0.0090339178,-0.0249554657,0.3800000000
liquidity_risk_component,liquidity_component,factor_bucket,Q2,1200,34,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0001360734,-0.0011304392,0.4691666667,0.0026917765,0.0001569618,0.5008333333,0.0041634798,-0.0136019540,0.4483333333,-0.0003638925,-0.0025297741,0.4325000000,-0.0010073479,-0.0044115700,0.4558333333,-0.0077886168,-0.0265769972,0.3891666667
liquidity_risk_component,liquidity_component,factor_bucket,Q3,1200,41,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0006609932,-0.0010752784,0.4783333333,0.0026651318,-0.0032063748,0.4733333333,0.0015354166,-0.0117316086,0.4525000000,0.0001610273,-0.0022277606,0.4466666667,-0.0010339925,-0.0073808233,0.4375000000,-0.0104166800,-0.0317319688,0.3983333333
liquidity_risk_component,liquidity_component,factor_bucket,Q4,1200,41,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0002631272,-0.0012432653,0.4550000000,-0.0005706671,-0.0045630179,0.4350000000,-0.0072958325,-0.0198297452,0.3783333333,-0.0007630931,-0.0023290225,0.4300000000,-0.0042697915,-0.0097456189,0.3866666667,-0.0192479291,-0.0354683877,0.3125000000
liquidity_risk_component,liquidity_component,factor_bucket,Q5,1200,35,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0007452864,-0.0011638206,0.4425000000,-0.0034031892,-0.0044533028,0.4308333333,-0.0157742899,-0.0234622008,0.3591666667,-0.0012452522,-0.0014332586,0.4433333333,-0.0071023136,-0.0068002742,0.3933333333,-0.0277263865,-0.0335416232,0.3233333333
liquidity_risk_component,liquidity_component,factor_quantile,1,1200,25,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0001766491,-0.0018799384,0.4541666667,0.0008060481,-0.0022313650,0.4708333333,0.0029181788,-0.0135774534,0.4441666667,-0.0006766150,-0.0020519518,0.4333333333,-0.0028930762,-0.0056685606,0.4225000000,-0.0090339178,-0.0249554657,0.3800000000
liquidity_risk_component,liquidity_component,factor_quantile,2,1200,34,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0001360734,-0.0011304392,0.4691666667,0.0026917765,0.0001569618,0.5008333333,0.0041634798,-0.0136019540,0.4483333333,-0.0003638925,-0.0025297741,0.4325000000,-0.0010073479,-0.0044115700,0.4558333333,-0.0077886168,-0.0265769972,0.3891666667
liquidity_risk_component,liquidity_component,factor_quantile,3,1200,41,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0006609932,-0.0010752784,0.4783333333,0.0026651318,-0.0032063748,0.4733333333,0.0015354166,-0.0117316086,0.4525000000,0.0001610273,-0.0022277606,0.4466666667,-0.0010339925,-0.0073808233,0.4375000000,-0.0104166800,-0.0317319688,0.3983333333
liquidity_risk_component,liquidity_component,factor_quantile,4,1200,41,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0002631272,-0.0012432653,0.4550000000,-0.0005706671,-0.0045630179,0.4350000000,-0.0072958325,-0.0198297452,0.3783333333,-0.0007630931,-0.0023290225,0.4300000000,-0.0042697915,-0.0097456189,0.3866666667,-0.0192479291,-0.0354683877,0.3125000000
liquidity_risk_component,liquidity_component,factor_quantile,5,1200,35,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0007452864,-0.0011638206,0.4425000000,-0.0034031892,-0.0044533028,0.4308333333,-0.0157742899,-0.0234622008,0.3591666667,-0.0012452522,-0.0014332586,0.4433333333,-0.0071023136,-0.0068002742,0.3933333333,-0.0277263865,-0.0335416232,0.3233333333
trading_status_risk_component,trading_status_component,factor_overall,all,6000,50,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,,,,,,,,,,,,,,,,,,
trading_status_risk_component,trading_status_component,factor_bucket,Q1,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0001577830,-0.0011441888,0.4500000000,-0.0005088428,-0.0020534660,0.4658333333,-0.0034001775,-0.0127562880,0.4183333333,-0.0006577489,-0.0019964455,0.4291666667,-0.0042079672,-0.0062734448,0.4100000000,-0.0153522742,-0.0241343698,0.3466666667
trading_status_risk_component,trading_status_component,factor_bucket,Q2,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0008802791,-0.0020555180,0.4333333333,-0.0042119395,-0.0071385983,0.4041666667,-0.0174251987,-0.0299720588,0.3625000000,-0.0013802450,-0.0026246278,0.4191666667,-0.0079110639,-0.0106764959,0.3725000000,-0.0293772953,-0.0396281354,0.3083333333
trading_status_risk_component,trading_status_component,factor_bucket,Q3,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0002906444,-0.0010576489,0.4633333333,-0.0004549630,-0.0019225261,0.4816666667,-0.0075002799,-0.0195220733,0.4100000000,-0.0007906103,-0.0021492342,0.4458333333,-0.0041540874,-0.0054976544,0.4333333333,-0.0194523765,-0.0288994893,0.3658333333
trading_status_risk_component,trading_status_component,factor_bucket,Q4,1200,11,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0006060297,-0.0005603909,0.4858333333,0.0046782853,-0.0010285093,0.4900000000,0.0112511149,-0.0076763542,0.4741666667,0.0001060638,-0.0017591671,0.4533333333,0.0009791610,-0.0042961455,0.4541666667,-0.0007009817,-0.0245543143,0.4158333333
trading_status_risk_component,trading_status_component,factor_bucket,Q5,1200,11,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0003346808,-0.0011424025,0.4666666667,0.0026865601,-0.0023701947,0.4691666667,0.0026214941,-0.0226750386,0.4175000000,-0.0001652851,-0.0019387689,0.4383333333,-0.0010125643,-0.0069073999,0.4258333333,-0.0093306026,-0.0357863376,0.3666666667
trading_status_risk_component,trading_status_component,factor_quantile,1,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0001577830,-0.0011441888,0.4500000000,-0.0005088428,-0.0020534660,0.4658333333,-0.0034001775,-0.0127562880,0.4183333333,-0.0006577489,-0.0019964455,0.4291666667,-0.0042079672,-0.0062734448,0.4100000000,-0.0153522742,-0.0241343698,0.3466666667
trading_status_risk_component,trading_status_component,factor_quantile,2,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0008802791,-0.0020555180,0.4333333333,-0.0042119395,-0.0071385983,0.4041666667,-0.0174251987,-0.0299720588,0.3625000000,-0.0013802450,-0.0026246278,0.4191666667,-0.0079110639,-0.0106764959,0.3725000000,-0.0293772953,-0.0396281354,0.3083333333
trading_status_risk_component,trading_status_component,factor_quantile,3,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0002906444,-0.0010576489,0.4633333333,-0.0004549630,-0.0019225261,0.4816666667,-0.0075002799,-0.0195220733,0.4100000000,-0.0007906103,-0.0021492342,0.4458333333,-0.0041540874,-0.0054976544,0.4333333333,-0.0194523765,-0.0288994893,0.3658333333
trading_status_risk_component,trading_status_component,factor_quantile,4,1200,11,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0006060297,-0.0005603909,0.4858333333,0.0046782853,-0.0010285093,0.4900000000,0.0112511149,-0.0076763542,0.4741666667,0.0001060638,-0.0017591671,0.4533333333,0.0009791610,-0.0042961455,0.4541666667,-0.0007009817,-0.0245543143,0.4158333333
trading_status_risk_component,trading_status_component,factor_quantile,5,1200,11,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0003346808,-0.0011424025,0.4666666667,0.0026865601,-0.0023701947,0.4691666667,0.0026214941,-0.0226750386,0.4175000000,-0.0001652851,-0.0019387689,0.4383333333,-0.0010125643,-0.0069073999,0.4258333333,-0.0093306026,-0.0357863376,0.3666666667
st_status_risk_component,trading_status_component,factor_overall,all,6000,50,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,,,,,,,,,,,,,,,,,,
st_status_risk_component,trading_status_component,factor_bucket,Q1,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0001577830,-0.0011441888,0.4500000000,-0.0005088428,-0.0020534660,0.4658333333,-0.0034001775,-0.0127562880,0.4183333333,-0.0006577489,-0.0019964455,0.4291666667,-0.0042079672,-0.0062734448,0.4100000000,-0.0153522742,-0.0241343698,0.3466666667
st_status_risk_component,trading_status_component,factor_bucket,Q2,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0008802791,-0.0020555180,0.4333333333,-0.0042119395,-0.0071385983,0.4041666667,-0.0174251987,-0.0299720588,0.3625000000,-0.0013802450,-0.0026246278,0.4191666667,-0.0079110639,-0.0106764959,0.3725000000,-0.0293772953,-0.0396281354,0.3083333333
st_status_risk_component,trading_status_component,factor_bucket,Q3,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0002906444,-0.0010576489,0.4633333333,-0.0004549630,-0.0019225261,0.4816666667,-0.0075002799,-0.0195220733,0.4100000000,-0.0007906103,-0.0021492342,0.4458333333,-0.0041540874,-0.0054976544,0.4333333333,-0.0194523765,-0.0288994893,0.3658333333
st_status_risk_component,trading_status_component,factor_bucket,Q4,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0004988941,-0.0004035296,0.4808333333,0.0036713128,-0.0011431833,0.4841666667,0.0096597321,-0.0080831040,0.4700000000,-0.0000010718,-0.0017591671,0.4533333333,-0.0000278115,-0.0045232494,0.4483333333,-0.0022923645,-0.0254174978,0.4100000000
st_status_risk_component,trading_status_component,factor_bucket,Q5,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0004418164,-0.0013848833,0.4716666667,0.0036935326,-0.0021771561,0.4750000000,0.0042128768,-0.0207755895,0.4216666667,-0.0000581495,-0.0019254520,0.4383333333,-0.0000055918,-0.0065583010,0.4316666667,-0.0077392198,-0.0351146254,0.3725000000
st_status_risk_component,trading_status_component,factor_quantile,1,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0001577830,-0.0011441888,0.4500000000,-0.0005088428,-0.0020534660,0.4658333333,-0.0034001775,-0.0127562880,0.4183333333,-0.0006577489,-0.0019964455,0.4291666667,-0.0042079672,-0.0062734448,0.4100000000,-0.0153522742,-0.0241343698,0.3466666667
st_status_risk_component,trading_status_component,factor_quantile,2,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0008802791,-0.0020555180,0.4333333333,-0.0042119395,-0.0071385983,0.4041666667,-0.0174251987,-0.0299720588,0.3625000000,-0.0013802450,-0.0026246278,0.4191666667,-0.0079110639,-0.0106764959,0.3725000000,-0.0293772953,-0.0396281354,0.3083333333
st_status_risk_component,trading_status_component,factor_quantile,3,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,-0.0002906444,-0.0010576489,0.4633333333,-0.0004549630,-0.0019225261,0.4816666667,-0.0075002799,-0.0195220733,0.4100000000,-0.0007906103,-0.0021492342,0.4458333333,-0.0041540874,-0.0054976544,0.4333333333,-0.0194523765,-0.0288994893,0.3658333333
st_status_risk_component,trading_status_component,factor_quantile,4,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0004988941,-0.0004035296,0.4808333333,0.0036713128,-0.0011431833,0.4841666667,0.0096597321,-0.0080831040,0.4700000000,-0.0000010718,-0.0017591671,0.4533333333,-0.0000278115,-0.0045232494,0.4483333333,-0.0022923645,-0.0254174978,0.4100000000
st_status_risk_component,trading_status_component,factor_quantile,5,1200,10,120,5,5,0.2000000000,1200,0,0,false,false,quantile_coverage_complete,0.0004418164,-0.0013848833,0.4716666667,0.0036935326,-0.0021771561,0.4750000000,0.0042128768,-0.0207755895,0.4216666667,-0.0000581495,-0.0019254520,0.4383333333,-0.0000055918,-0.0065583010,0.4316666667,-0.0077392198,-0.0351146254,0.3725000000
